iso3,month,event_type,sub_event_type,disorder_type,events,fatalities
NGA,1997-08-01,"['Protests', 'Riots', 'Explosions/Remote violence', 'Battles']","['Peaceful protest', 'Violent demonstration', 'Remote explosive/landmine/IED', 'Armed clash']","['Demonstrations', 'Political violence']",17,29
RWA,1997-08-01,"['Violence against civilians', 'Battles', 'Explosions/Remote violence']","['Attack', 'Armed clash', 'Shelling/artillery/missile attack']",['Political violence'],12,875
SDN,1997-08-01,"['Battles', 'Explosions/Remote violence', 'Violence against civilians']","['Armed clash', 'Government regains territory', 'Non-state actor overtakes territory', 'Air/drone strike', 'Attack']",['Political violence'],18,430
SEN,1997-08-01,"['Violence against civilians', 'Battles', 'Explosions/Remote violence']","['Attack', 'Armed clash', 'Remote explosive/landmine/IED']",['Political violence'],9,127
SLE,1997-08-01,"['Battles', 'Strategic developments', 'Violence against civilians']","['Armed clash', 'Government regains territory', 'Non-state actor overtakes territory', 'Looting/property destruction', 'Non-violent transfer of territory', 'Attack', 'Headquarters or base established', 'Abduction/forced disappearance']","['Political violence', 'Strategic developments']",96,0
SOM,1997-08-01,"['Battles', 'Violence against civilians']","['Armed clash', 'Attack']",['Political violence'],8,5
TZA,1997-08-01,['Battles'],['Armed clash'],['Political violence'],1,20
UGA,1997-08-01,"['Battles', 'Violence against civilians', 'Explosions/Remote violence', 'Strategic developments']","['Armed clash', 'Attack', 'Grenade', 'Change to group/activity']","['Political violence', 'Strategic developments']",13,51
ZAF,1997-08-01,"['Riots', 'Protests']","['Violent demonstration', 'Peaceful protest', 'Protest with intervention']",['Demonstrations'],4,0
ZMB,1997-08-01,['Violence against civilians'],['Attack'],['Political violence'],2,0
ZWE,1997-08-01,['Riots'],"['Mob violence', 'Violent demonstration']","['Political violence', 'Demonstrations']",2,2
AGO,1997-09-01,"['Battles', 'Protests', 'Violence against civilians']","['Armed clash', 'Government regains territory', 'Peaceful protest', 'Attack']","['Political violence', 'Demonstrations']",84,0
BDI,1997-09-01,"['Violence against civilians', 'Explosions/Remote violence', 'Battles']","['Attack', 'Grenade', 'Armed clash']",['Political violence'],23,260
CAF,1997-09-01,['Protests'],['Protest with intervention'],['Demonstrations'],2,0
CIV,1997-09-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
COD,1997-09-01,"['Battles', 'Explosions/Remote violence', 'Strategic developments', 'Violence against civilians', 'Protests']","['Non-state actor overtakes territory', 'Armed clash', 'Shelling/artillery/missile attack', 'Change to group/activity', 'Attack', 'Government regains territory', 'Peaceful protest']","['Political violence', 'Strategic developments', 'Demonstrations']",21,52
COG,1997-09-01,"['Violence against civilians', 'Battles', 'Explosions/Remote violence']","['Attack', 'Armed clash', 'Remote explosive/landmine/IED']",['Political violence'],10,0
DZA,1997-09-01,['Violence against civilians'],['Attack'],['Political violence'],13,366
EGY,1997-09-01,"['Battles', 'Explosions/Remote violence', 'Violence against civilians']","['Armed clash', 'Remote explosive/landmine/IED', 'Attack']",['Political violence'],5,21
ERI,1997-09-01,['Explosions/Remote violence'],['Remote explosive/landmine/IED'],['Political violence'],1,0
ETH,1997-09-01,"['Explosions/Remote violence', 'Violence against civilians']","['Grenade', 'Attack']",['Political violence'],3,5
GNQ,1997-09-01,['Violence against civilians'],['Sexual violence'],['Political violence'],1,0
KEN,1997-09-01,"['Battles', 'Riots', 'Violence against civilians']","['Armed clash', 'Violent demonstration', 'Attack']","['Political violence', 'Demonstrations']",19,99
LBR,1997-09-01,['Protests'],['Protest with intervention'],['Demonstrations'],1,0
MAR,1997-09-01,['Violence against civilians'],['Attack'],['Political violence'],1,0
MLI,1997-09-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
NER,1997-09-01,['Battles'],['Armed clash'],['Political violence'],1,5
NGA,1997-09-01,"['Protests', 'Violence against civilians', 'Strategic developments', 'Battles', 'Explosions/Remote violence']","['Peaceful protest', 'Abduction/forced disappearance', 'Arrests', 'Armed clash', 'Attack', 'Remote explosive/landmine/IED']","['Demonstrations', 'Political violence', 'Strategic developments']",9,37
RWA,1997-09-01,['Violence against civilians'],['Attack'],['Political violence'],5,15
SDN,1997-09-01,"['Battles', 'Violence against civilians']","['Armed clash', 'Attack', 'Non-state actor overtakes territory']",['Political violence'],6,128
SEN,1997-09-01,"['Violence against civilians', 'Battles']","['Attack', 'Armed clash']",['Political violence'],11,121
SLE,1997-09-01,"['Battles', 'Strategic developments', 'Violence against civilians']","['Armed clash', 'Government regains territory', 'Non-state actor overtakes territory', 'Looting/property destruction', 'Attack', 'Non-violent transfer of territory', 'Abduction/forced disappearance']","['Political violence', 'Strategic developments']",60,0
SOM,1997-09-01,['Battles'],['Armed clash'],['Political violence'],2,0
TCD,1997-09-01,['Riots'],['Violent demonstration'],['Demonstrations'],1,0
TGO,1997-09-01,['Protests'],['Peaceful protest'],['Demonstrations'],2,0
TZA,1997-09-01,['Violence against civilians'],['Attack'],['Political violence'],1,0
UGA,1997-09-01,"['Violence against civilians', 'Strategic developments', 'Battles']","['Attack', 'Change to group/activity', 'Armed clash']","['Political violence', 'Strategic developments']",10,62
ZAF,1997-09-01,"['Protests', 'Riots', 'Strategic developments', 'Violence against civilians']","['Peaceful protest', 'Violent demonstration', 'Arrests', 'Attack']","['Demonstrations', 'Strategic developments', 'Political violence']",7,8
ZWE,1997-09-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
AGO,1997-10-01,"['Violence against civilians', 'Battles']","['Attack', 'Armed clash', 'Government regains territory']",['Political violence'],8,3
BDI,1997-10-01,"['Violence against civilians', 'Strategic developments', 'Battles', 'Explosions/Remote violence']","['Attack', 'Looting/property destruction', 'Armed clash', 'Government regains territory', 'Remote explosive/landmine/IED']","['Political violence', 'Strategic developments']",26,216
BEN,1997-10-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
BWA,1997-10-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
CMR,1997-10-01,['Violence against civilians'],['Attack'],['Political violence'],1,0
COD,1997-10-01,['Battles'],['Armed clash'],['Political violence'],1,0
COG,1997-10-01,"['Battles', 'Explosions/Remote violence', 'Strategic developments', 'Violence against civilians']","['Armed clash', 'Government regains territory', 'Non-state actor overtakes territory', 'Shelling/artillery/missile attack', 'Looting/property destruction', 'Change to group/activity', 'Attack']","['Political violence', 'Strategic developments']",18,17
DZA,1997-10-01,"['Violence against civilians', 'Explosions/Remote violence']","['Attack', 'Shelling/artillery/missile attack']",['Political violence'],7,121
EGY,1997-10-01,['Battles'],['Armed clash'],['Political violence'],2,11
ETH,1997-10-01,"['Battles', 'Violence against civilians']","['Armed clash', 'Attack']",['Political violence'],2,6
GHA,1997-10-01,['Riots'],['Violent demonstration'],['Demonstrations'],1,1
KEN,1997-10-01,"['Violence against civilians', 'Riots', 'Battles', 'Protests', 'Strategic developments']","['Attack', 'Mob violence', 'Armed clash', 'Violent demonstration', 'Peaceful protest', 'Agreement']","['Political violence', 'Demonstrations', 'Strategic developments']",13,27
MRT,1997-10-01,['Protests'],['Protest with intervention'],['Demonstrations'],1,0
NER,1997-10-01,"['Battles', 'Violence against civilians']","['Armed clash', 'Attack']",['Political violence'],3,39
NGA,1997-10-01,"['Strategic developments', 'Violence against civilians', 'Battles', 'Riots']","['Other', 'Attack', 'Armed clash', 'Violent demonstration']","['Strategic developments', 'Political violence', 'Demonstrations']",5,17
RWA,1997-10-01,"['Violence against civilians', 'Battles']","['Attack', 'Armed clash']",['Political violence'],8,186
SDN,1997-10-01,"['Battles', 'Explosions/Remote violence', 'Violence against civilians']","['Armed clash', 'Air/drone strike', 'Attack', 'Non-state actor overtakes territory']",['Political violence'],7,94
SEN,1997-10-01,"['Battles', 'Explosions/Remote violence', 'Violence against civilians']","['Armed clash', 'Remote explosive/landmine/IED', 'Government regains territory', 'Attack']",['Political violence'],8,125
SLE,1997-10-01,"['Battles', 'Strategic developments', 'Violence against civilians']","['Armed clash', 'Government regains territory', 'Looting/property destruction', 'Non-violent transfer of territory', 'Attack', 'Headquarters or base established', 'Abduction/forced disappearance', 'Non-state actor overtakes territory']","['Political violence', 'Strategic developments']",69,0
SWZ,1997-10-01,['Protests'],"['Peaceful protest', 'Protest with intervention']",['Demonstrations'],4,0
TCD,1997-10-01,"['Battles', 'Violence against civilians', 'Strategic developments']","['Armed clash', 'Attack', 'Looting/property destruction']","['Political violence', 'Strategic developments']",5,110
TGO,1997-10-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
UGA,1997-10-01,"['Violence against civilians', 'Battles']","['Attack', 'Armed clash']",['Political violence'],4,34
ZAF,1997-10-01,"['Riots', 'Protests', 'Battles', 'Violence against civilians']","['Mob violence', 'Peaceful protest', 'Violent demonstration', 'Armed clash', 'Attack']","['Political violence', 'Demonstrations']",10,24
ZMB,1997-10-01,['Battles'],['Armed clash'],['Political violence'],1,1
ZWE,1997-10-01,"['Protests', 'Riots']","['Peaceful protest', 'Violent demonstration']",['Demonstrations'],11,0
AGO,1997-11-01,"['Violence against civilians', 'Battles']","['Attack', 'Armed clash', 'Abduction/forced disappearance', 'Government regains territory']",['Political violence'],20,1329
BDI,1997-11-01,"['Battles', 'Violence against civilians', 'Explosions/Remote violence']","['Armed clash', 'Attack', 'Remote explosive/landmine/IED', 'Sexual violence']",['Political violence'],17,365
BEN,1997-11-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
CAF,1997-11-01,"['Battles', 'Riots']","['Armed clash', 'Violent demonstration']","['Political violence', 'Demonstrations']",2,0
CIV,1997-11-01,['Violence against civilians'],['Attack'],['Political violence'],1,0
CMR,1997-11-01,['Battles'],['Armed clash'],['Political violence'],1,0
COD,1997-11-01,['Battles'],['Armed clash'],['Political violence'],5,18
COG,1997-11-01,['Violence against civilians'],['Attack'],['Political violence'],2,0
DZA,1997-11-01,['Violence against civilians'],['Attack'],['Political violence'],5,115
EGY,1997-11-01,"['Battles', 'Violence against civilians']","['Armed clash', 'Attack']",['Political violence'],4,69
GHA,1997-11-01,['Battles'],['Armed clash'],['Political violence'],2,2
GIN,1997-11-01,['Strategic developments'],['Arrests'],['Strategic developments'],3,0
KEN,1997-11-01,"['Riots', 'Violence against civilians', 'Battles', 'Protests']","['Mob violence', 'Attack', 'Armed clash', 'Violent demonstration', 'Protest with intervention']","['Political violence', 'Demonstrations']",16,16
LBR,1997-11-01,"['Strategic developments', 'Protests', 'Violence against civilians']","['Headquarters or base established', 'Non-violent transfer of territory', 'Peaceful protest', 'Attack']","['Strategic developments', 'Demonstrations', 'Political violence']",5,0
MAR,1997-11-01,['Protests'],['Protest with intervention'],['Demonstrations'],1,0
MDG,1997-11-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
MLI,1997-11-01,['Explosions/Remote violence'],['Grenade'],['Political violence'],1,0
MOZ,1997-11-01,['Riots'],['Mob violence'],['Political violence'],1,0
MRT,1997-11-01,['Battles'],['Armed clash'],['Political violence'],1,3
NER,1997-11-01,"['Battles', 'Violence against civilians']","['Armed clash', 'Attack']",['Political violence'],3,29
NGA,1997-11-01,"['Violence against civilians', 'Battles', 'Explosions/Remote violence', 'Riots']","['Attack', 'Armed clash', 'Remote explosive/landmine/IED', 'Mob violence']",['Political violence'],16,110
RWA,1997-11-01,"['Battles', 'Violence against civilians', 'Protests']","['Armed clash', 'Attack', 'Peaceful protest']","['Political violence', 'Demonstrations']",25,626
SDN,1997-11-01,"['Battles', 'Violence against civilians', 'Protests']","['Armed clash', 'Attack', 'Excessive force against protesters', 'Peaceful protest', 'Protest with intervention']","['Political violence', 'Political violence; Demonstrations', 'Demonstrations']",16,140
SEN,1997-11-01,"['Explosions/Remote violence', 'Violence against civilians', 'Battles', 'Strategic developments']","['Remote explosive/landmine/IED', 'Attack', 'Armed clash', 'Shelling/artillery/missile attack', 'Looting/property destruction']","['Political violence', 'Strategic developments']",9,41
SLE,1997-11-01,"['Battles', 'Strategic developments', 'Violence against civilians']","['Armed clash', 'Headquarters or base established', 'Looting/property destruction', 'Non-violent transfer of territory', 'Attack', 'Government regains territory']","['Political violence', 'Strategic developments']",64,0
SOM,1997-11-01,"['Battles', 'Violence against civilians', 'Strategic developments']","['Armed clash', 'Abduction/forced disappearance', 'Other']","['Political violence', 'Strategic developments']",5,1
